17	1	2014	0	0	0	0
17	1	2014	0	15	0	0
17	1	2014	0	30	0	0
17	1	2014	0	45	0	0
17	1	2014	1	0	0	0
17	1	2014	1	15	0	0
17	1	2014	1	30	0	0
17	1	2014	1	45	0	0
17	1	2014	2	0	0	0
17	1	2014	2	15	0	0
17	1	2014	2	30	0	0
17	1	2014	2	45	0	0
17	1	2014	3	0	0	0
17	1	2014	3	15	0	0
17	1	2014	3	30	0	0
17	1	2014	3	45	0	0
17	1	2014	4	0	0	0
17	1	2014	4	15	0	0
17	1	2014	4	30	0	0
17	1	2014	4	45	0	0
17	1	2014	5	0	0	0
17	1	2014	5	15	0	0
17	1	2014	5	30	0.419	0.0003772646
17	1	2014	5	45	5.449	0.00490444
17	1	2014	6	0	20.29	0.01825961
17	1	2014	6	15	21.6	0.01943667
17	1	2014	6	30	17.77	0.01599602
17	1	2014	6	45	35.3	0.03176568
17	1	2014	7	0	40.95	0.03685121
17	1	2014	7	15	95.2	0.08563907
17	1	2014	7	30	163.1	0.146771
17	1	2014	7	45	154.2	0.1387881
17	1	2014	8	0	149.8	0.1348491
17	1	2014	8	15	366	0.3293758
17	1	2014	8	30	520	0.4679568
17	1	2014	8	45	633	0.5696798
17	1	2014	9	0	678.5	0.6106667
17	1	2014	9	15	593.4	0.5340267
17	1	2014	9	30	415.6	0.3740295
17	1	2014	9	45	402.9	0.362592
17	1	2014	10	0	491.7	0.442499
17	1	2014	10	15	436	0.3924108
17	1	2014	10	30	504.7	0.4541928
17	1	2014	10	45	435.3	0.3917674
17	1	2014	11	0	573	0.5157393
17	1	2014	11	15	707.9	0.6371137
17	1	2014	11	30	954	0.8581954
17	1	2014	11	45	940	0.8459196
17	1	2014	12	0	776.2	0.6985986
17	1	2014	12	15	404.1	0.3636832
17	1	2014	12	30	723.1	0.6508142
17	1	2014	12	45	832	0.7489154
17	1	2014	13	0	876	0.788805
17	1	2014	13	15	694.9	0.6254256
17	1	2014	13	30	785.9	0.7072886
17	1	2014	13	45	910	0.8193038
17	1	2014	14	0	991	0.8919784
17	1	2014	14	15	526.2	0.4735739
17	1	2014	14	30	401	0.3609179
17	1	2014	14	45	259.6	0.2336448
